Created 04-09-2020 15:33 by Windographer 4.1.12

Latitude = N 38° 31' 27.840"
Longitude = W 73° 35' 27.180"
Elevation = 85 m
Calm threshold = 0 m/s

Included flags: <Unflagged data>
Excluded flags: 

Time stamps indicate the beginning of the time step.

Date/Time	C1-SWI C3 Spd 100m Avg [m/s]	C1-SWI C3 Spd 100m StdDev [m/s]	C1-SWI C3 Spd 100m Max [m/s]	C2-SWI C3 Spd 99m Avg [m/s]	C2-SWI C3 Spd 99m StdDev [m/s]	C2-SWI C3 Spd 99m Max [m/s]	C3-SWI C3 Spd 80m Avg [m/s]	C3-SWI C3 Spd 80m StdDev [m/s]	C3-SWI C3 Spd 80m Max [m/s]	C4-SWI C3 Spd 65m Avg [m/s]	C4-SWI C3 Spd 65m StdDev [m/s]	C4-SWI C3 Spd 65m Max [m/s]	C5-SWI C3 Spd 50m Avg [m/s]	C5-SWI C3 Spd 50m StdDev [m/s]	C5-SWI C3 Spd 50m Max [m/s]	A1-SWI PV1 Direction 98m VectorAvg [°]	A1-SWI PV1 Direction 98m VectorStdDev [°]	A2-SWI PV1 Direction 48m VectorAvg [°]	A2-SWI PV1 Direction 48m VectorStdDev [°]	A3-Other Model Temperature 100m Avg [°C]	A3-Other Model Temperature 100m StdDev [°C]	A3-Other Model Temperature 100m Max [°C]	A3-Other Model Temperature 100m TimeOfMax [°C]	A3-Other Model Temperature 100m Min [°C]	A3-Other Model Temperature 100m TimeOfMin [°C]	A4-Humidity  0m Avg [%]	A4-Humidity  0m StdDev [%]	A4-Humidity  0m Max [%]	A4-Humidity  0m TimeOfMax [%RH]	A4-Humidity  0m Min [%]	A4-Humidity  0m TimeOfMin [%RH]	A5-Setra 276 Pressure 0m Avg [mbar]	I1-Inner Temp Avg [°C]	I2-Battery 1 Avg	I3-Battery 2 Avg	I4-12V Power Avg	A3-Other Model Temperature 100m Sample [°C]	A4-Humidity  0m Sample [%]	A5-Setra 276 Pressure 0m Sample [mbar]	
2018-07-05 04:00	8.735	1.430	14.134	8.894	1.413	14.119	7.358	1.347	12.906	7.304	1.382	12.845	6.663	1.339	12.104	35.0	7.9	30.8	9.0														10.01	9.2448	9.1786	12.866	12.25	94.8	998.1
2018-07-05 05:00	7.045	1.032	11.045	7.274	1.053	11.424	5.970	0.903	9.094	5.837	0.952	9.798	5.155	0.974	9.437	29.5	7.2	25.9	8.6														9.83	9.2450	9.1793	12.862	11.94	96.3	997.6
2018-07-05 06:00	6.937	0.992	11.045	7.135	0.972	11.039	5.711	0.937	9.475	5.719	0.902	10.179	5.039	0.952	9.818	40.4	6.4	40.2	7.4														9.66	9.2464	9.1790	12.860	11.83	96.0	996.8
2018-07-05 07:00	6.988	1.112	12.589	7.203	1.118	12.579	5.682	0.992	11.381	5.586	1.048	10.941	4.879	1.012	10.580	38.9	7.5	34.9	9.0														9.46	9.2458	9.1789	12.859	11.96	94.2	996.4
2018-07-05 08:00	10.349	1.647	15.678	10.552	1.636	16.429	8.615	1.521	13.668	8.690	1.497	14.750	7.949	1.481	14.010	41.3	8.0	38.2	9.6														9.70	9.2455	9.1790	12.835	12.52	89.7	996.2
2018-07-05 09:00	9.924	1.555	15.678	10.071	1.523	15.274	8.344	1.565	13.668	8.414	1.489	13.988	7.730	1.491	12.866	42.7	8.3	39.8	9.8														10.46	9.2436	9.1792	13.561	12.42	89.4	996.5
2018-07-05 10:00	9.806	1.526	14.134	9.964	1.483	14.504	8.144	1.514	13.287	8.181	1.444	13.607	7.504	1.415	13.248	41.7	7.6	37.8	9.1														11.24	9.2404	9.1775	13.948	12.79	87.2	997.0
2018-07-05 11:00	10.144	1.461	15.678	10.328	1.484	15.659	8.589	1.453	13.668	8.701	1.350	13.226	8.136	1.411	13.248	43.2	7.3	39.1	9.1														12.00	9.2403	9.1772	13.933	13.25	86.5	996.7
2018-07-05 12:00	10.026	1.624	14.906	10.234	1.614	15.274	8.695	1.600	14.049	8.760	1.496	13.988	8.145	1.409	12.866	38.2	7.9	34.3	9.1														12.49	9.2401	9.1765	13.929	13.39	88.3	996.6
2018-07-05 13:00	11.304	1.898	18.381	11.601	1.863	17.969	9.728	1.944	16.717	9.662	1.893	16.273	8.862	1.826	16.296	27.2	9.0	25.7	11.2														11.97	9.2425	9.1769	13.869	12.56	95.5	996.5
2018-07-05 14:00	7.970	1.508	16.064	8.187	1.486	16.044	6.773	1.389	13.668	6.825	1.404	13.607	6.199	1.374	14.010	27.5	8.6	25.4	11.3														11.16	9.2413	9.1775	13.947	11.91	99.3	996.4
2018-07-05 15:00	8.628	1.395	14.134	8.858	1.354	15.274	7.421	1.395	13.287	7.445	1.390	14.750	6.889	1.365	13.629	26.3	8.1	24.7	9.9														10.84	9.2403	9.1781	13.951	11.93	99.7	997.4
2018-07-05 16:00	9.840	1.535	14.520	10.015	1.537	15.274	8.592	1.612	13.668	8.374	1.495	12.845	7.767	1.480	12.485	37.2	8.0	35.3	9.6														10.90	9.2410	9.1781	13.952	12.58	95.8	998.6
2018-07-05 17:00	9.121	1.413	13.362	9.231	1.458	13.734	8.028	1.520	12.524	7.832	1.383	12.083	7.287	1.397	12.104	46.0	7.1	42.3	8.8														11.34	9.2435	9.1781	13.740	12.42	92.8	999.7
2018-07-05 18:00	10.022	1.378	14.906	10.152	1.373	15.274	8.904	1.423	13.668	8.377	1.309	12.845	7.763	1.270	12.104	44.7	7.3	40.9	8.3														10.99	9.2427	9.1781	12.945	12.03	89.0	1000.4
2018-07-05 19:00	8.373	1.307	12.975	8.590	1.299	12.964	7.314	1.378	12.906	7.024	1.253	11.322	6.401	1.221	10.961	39.8	8.1	35.5	9.6														10.39	9.2455	9.1793	12.842	11.78	91.7	1001.1
2018-07-05 20:00	8.096	1.339	13.748	8.221	1.337	14.119	7.146	1.366	13.287	6.766	1.210	12.083	6.149	1.193	11.723	46.4	7.2	41.3	9.4														9.92	9.2429	9.1787	12.804	11.11	98.3	1001.5
2018-07-05 21:00	8.707	1.335	15.678	8.840	1.341	15.274	7.768	1.336	14.049	7.254	1.204	13.226	6.617	1.137	13.629	48.8	7.6	46.1	8.3														9.55	9.2451	9.1790	12.857	11.40	96.1	1001.4
2018-07-05 22:00	9.554	1.404	17.609	9.685	1.368	17.584	8.626	1.443	17.479	7.945	1.390	16.273	7.327	1.347	15.534	45.9	6.8	42.1	8.8														9.56	9.2455	9.1790	12.902	11.63	92.2	1000.9
2018-07-05 23:00	6.600	0.919	10.273	6.701	0.912	10.269	5.902	0.845	8.713	5.297	0.790	8.655	4.636	0.872	8.294	52.5	7.1	49.1	8.2														9.84	9.2463	9.1788	12.898	11.76	89.4	1000.3
2018-07-06 00:00	5.931	0.785	9.114	6.154	0.785	9.114	5.208	0.743	8.713	4.720	0.674	7.894	3.955	0.759	7.532	43.9	6.1	38.1	7.9														9.84	9.2464	9.1790	12.890	11.85	86.5	999.8
2018-07-06 01:00	4.594	0.541	6.798	4.883	0.541	7.959	3.674	0.480	6.045	3.439	0.543	5.989	2.436	0.673	5.245	33.4	5.2	26.6	7.8														9.70	9.2466	9.1796	12.883	11.83	85.3	999.6
2018-07-06 02:00	2.940	0.333	5.253	3.159	0.336	5.649	1.987	0.330	4.520	1.715	0.359	3.704	0.509	0.254	1.816	54.6	3.7	71.5	8.3														9.11	9.2454	9.1793	12.879	11.61	84.6	999.0
2018-07-06 03:00	3.603	0.322	4.867	3.708	0.335	4.879	2.357	0.312	3.377	2.037	0.361	3.323	0.740	0.349	2.578	73.5	2.8	70.1	1.9														8.31	9.2452	9.1796	12.875	11.32	84.1	998.5
2018-07-06 04:00	3.602	0.419	6.026	3.750	0.421	6.419	2.183	0.364	4.520	1.590	0.348	3.323	0.323	0.146	1.435	67.0	5.1	93.7	4.1														7.97	9.2467	9.1803	12.868	11.17	84.5	997.8
2018-07-06 05:00	4.790	0.861	10.659	4.964	0.896	11.039	3.517	0.848	9.856	3.136	0.770	10.179	2.142	0.747	9.056	59.7	6.7	76.8	8.2														7.76	9.2471	9.1800	12.863	11.25	89.2	997.7
2018-07-06 06:00	6.992	0.998	12.203	7.178	1.011	12.194	6.265	1.016	11.000	5.918	0.919	9.798	5.332	0.921	9.056	62.7	6.5	58.4	8.3														8.05	9.2461	9.1797	12.860	10.61	99.8	998.2
2018-07-06 07:00	8.223	0.979	12.589	8.352	0.986	12.194	7.504	0.984	11.762	7.022	0.914	11.703	6.481	0.897	10.961	63.9	6.0	61.4	7.2														8.40	9.2468	9.1796	12.858	10.32	100.5	999.3
2018-07-06 08:00	10.045	1.383	16.450	10.182	1.406	16.429	9.411	1.323	14.811	8.708	1.283	13.607	8.025	1.280	13.629	50.3	6.3	47.6	8.0														8.61	9.2448	9.1798	12.810	10.49	99.9	1000.4
2018-07-06 09:00	8.813	1.071	12.589	8.893	1.074	13.349	8.123	1.096	12.143	7.539	1.097	11.322	6.980	1.158	11.342	60.6	6.2	57.3	7.2														8.69	9.2413	9.1793	13.506	10.21	99.7	1001.3
2018-07-06 10:00	8.695	1.214	12.589	8.796	1.211	12.964	7.994	1.278	12.143	7.435	1.229	11.703	6.837	1.320	11.342	52.0	6.7	47.2	8.2														9.07	9.2407	9.1799	13.997	10.54	95.6	1002.0
2018-07-06 11:00	8.666	1.318	12.975	8.716	1.327	12.964	8.159	1.248	12.906	7.652	1.186	12.083	7.139	1.228	12.104	56.9	7.7	52.5	8.7														10.17	9.2394	9.1785	13.980	11.33	91.3	1002.2
2018-07-06 12:00	9.464	1.559	15.678	9.662	1.565	15.274	9.040	1.583	14.811	8.537	1.513	13.988	8.102	1.515	13.629	41.6	8.2	38.4	9.0														11.65	9.2406	9.1772	13.943	11.93	84.5	1002.3
2018-07-06 13:00	8.824	1.341	12.975	9.010	1.343	13.734	8.451	1.303	12.524	8.022	1.280	12.464	7.600	1.339	12.866	42.2	8.2	38.3	9.5														12.84	9.2417	9.1757	13.912	12.49	85.9	1001.9
2018-07-06 14:00	8.805	1.544	13.362	9.013	1.531	13.734	8.246	1.548	12.906	7.872	1.508	12.845	7.450	1.555	12.866	32.0	8.1	28.9	9.7														12.78	9.2403	9.1745	13.915	11.68	97.4	1001.9
2018-07-06 15:00	7.554	1.393	11.817	7.864	1.348	12.194	6.744	1.302	11.381	6.663	1.306	11.322	6.151	1.290	12.104	5.4	15.7	3.3	18.4														11.80	9.2393	9.1761	13.931	11.52	100.1	1002.9
2018-07-06 16:00	7.478	1.025	10.659	7.706	1.032	11.039	6.490	1.159	11.000	6.406	1.132	10.560	5.868	1.113	9.818	22.3	7.9	22.3	10.9														11.40	9.2394	9.1765	13.943	11.36	100.5	1003.9
2018-07-06 17:00	6.271	0.996	10.273	6.473	1.004	10.269	5.300	0.968	9.856	5.127	0.959	8.655	4.448	0.982	8.675	26.9	13.5	24.7	16.8														10.91	9.2417	9.1780	13.750	11.59	99.9	1004.8
2018-07-06 18:00	6.800	0.746	10.273	6.988	0.730	9.884	5.801	0.770	8.713	5.473	0.703	8.275	4.662	0.750	8.294	33.0	4.8	29.7	6.6														10.33	9.2440	9.1777	12.984	11.79	98.3	1005.2
2018-07-06 19:00	6.282	0.812	9.501	6.498	0.806	9.499	5.422	0.755	8.713	5.076	0.604	7.513	4.328	0.648	7.151	40.4	6.0	44.7	6.6														9.80	9.2442	9.1783	12.861	11.68	97.8	1005.5
2018-07-06 20:00	6.596	0.970	10.659	6.856	0.937	11.039	5.824	0.896	10.238	5.374	0.892	9.417	4.655	0.880	8.675	32.2	6.7	34.2	9.5														9.57	9.2469	9.1793	12.816	11.56	97.7	1006.4
2018-07-06 21:00	6.268	0.884	9.114	6.532	0.896	9.114	5.268	0.855	8.332	5.057	0.925	8.655	4.342	0.911	8.294	18.9	7.7	16.4	11.8														9.49	9.2451	9.1792	12.886	10.69	99.2	1007.0
2018-07-06 22:00	5.717	0.799	9.887	5.942	0.798	9.884	4.786	0.785	8.713	4.741	0.747	8.655	4.048	0.820	8.675	34.5	6.6	32.2	8.2														9.06	9.2450	9.1793	12.930	10.48	100.2	1007.3
2018-07-06 23:00	5.045	0.529	7.570	5.162	0.530	7.189	4.270	0.526	6.426	3.948	0.444	5.989	3.121	0.503	4.864	55.9	4.9	57.3	5.3														8.86	9.2454	9.1796	12.925	10.51	100.5	1007.4
2018-07-07 00:00	4.288	0.523	7.184	4.396	0.516	7.574	3.612	0.484	6.807	3.216	0.467	6.370	2.298	0.530	5.245	61.7	6.1	66.4	6.4														8.67	9.2458	9.1794	12.918	10.27	100.4	1007.7
2018-07-07 01:00	3.094	0.517	6.798	3.252	0.498	6.419	2.522	0.485	5.283	2.194	0.440	3.704	0.985	0.524	2.959	77.2	6.7	83.3	7.2														8.44	9.2464	9.1795	12.907	9.80	100.6	1007.7
2018-07-07 02:00	3.247	0.721	6.798	3.400	0.733	7.189	2.674	0.719	6.426	2.392	0.619	6.370	1.432	0.681	6.770	62.5	9.2	75.2	9.9														8.28	9.2447	9.1796	12.901	9.99	99.3	1007.9
2018-07-07 03:00	2.784	0.646	6.412	3.114	0.611	6.419	2.321	0.589	5.283	2.346	0.597	5.608	1.648	0.587	4.864	46.0	7.8	49.2	11.5														8.12	9.2448	9.1797	12.895	10.07	94.5	1008.4
2018-07-07 04:00	1.983	0.374	3.323	2.186	0.312	3.338	1.731	0.359	3.377	1.839	0.344	2.942	1.128	0.417	2.578	107.5	7.6	122.5	7.5														7.84	9.2457	9.1797	12.886	9.81	92.3	1008.4
2018-07-07 05:00	2.365	0.256	3.323	2.433	0.259	3.338	2.285	0.291	3.377	2.332	0.246	3.323	1.383	0.454	2.578	146.0	5.2	171.2	2.7														7.56	9.2461	9.1801	12.881	9.71	90.3	1009.0
2018-07-07 06:00	2.830	0.317	4.095	2.839	0.312	4.108	2.346	0.402	3.758	2.078	0.459	3.323	0.834	0.429	2.578	138.5	4.0	150.1	5.8														7.45	9.2461	9.1805	12.877	9.31	96.4	1009.4
2018-07-07 07:00	3.002	0.456	4.867	3.049	0.417	4.879	2.082	0.467	3.758	1.574	0.436	3.323	0.521	0.321	2.578	113.5	4.2	102.7	5.9														7.37	9.2461	9.1804	12.871	8.62	100.6	1009.8
2018-07-07 08:00	1.917	0.317	2.937	2.043	0.290	2.953	1.329	0.348	2.233	1.041	0.348	2.561	0.412	0.236	1.816	150.6	12.6	159.3	10.6														7.34	9.2465	9.1803	12.815	8.49	100.6	1010.6
2018-07-07 09:00	1.970	0.205	2.551	2.108	0.197	2.568	2.014	0.240	2.615	1.957	0.354	2.561	0.736	0.443	2.197	192.4	2.4	190.6	3.9														7.49	9.2453	9.1807	13.199	8.62	100.7	1011.3
2018-07-07 10:00	1.183	0.322	2.165	1.551	0.246	2.568	0.940	0.303	2.233	0.702	0.288	2.180	0.308	0.088	1.054	187.5	1.4	177.7	0.6														8.00	9.2400	9.1801	13.975	8.95	100.6	1011.9
2018-07-07 11:00	0.995	0.368	2.165	1.348	0.291	2.183	0.734	0.337	1.852	0.664	0.302	2.180	0.297	0.058	1.435	190.1	3.3	180.8	3.4														9.06	9.2389	9.1794	14.002	9.46	100.6	1012.1
2018-07-07 12:00	1.087	0.416	2.551	1.468	0.368	2.568	0.916	0.410	2.233	0.841	0.404	2.180	0.334	0.157	1.816	155.9	9.7	167.4	6.4														10.15	9.2396	9.1790	13.983	10.10	100.6	1012.4
2018-07-07 13:00	0.445	0.282	2.165	0.873	0.315	2.183	0.563	0.289	1.852	0.584	0.281	2.180	0.321	0.128	1.435	128.1	11.5	151.2	4.4														10.72	9.2401	9.1783	13.979	10.35	100.6	1012.1
2018-07-07 14:00	0.785	0.394	2.165	1.192	0.315	2.183	0.738	0.349	1.852	0.726	0.376	1.799	0.314	0.110	1.054	165.2	6.7	162.9	5.6														10.95	9.2398	9.1776	13.963	10.54	100.6	1011.6
2018-07-07 15:00	2.190	0.372	3.323	2.370	0.325	3.723	2.023	0.436	3.377	1.871	0.515	3.704	1.239	0.595	2.959	193.4	6.3	184.5	8.5														11.51	9.2391	9.1766	13.951	10.96	100.6	1011.3
2018-07-07 16:00	2.114	0.346	3.323	2.346	0.308	3.338	1.971	0.348	3.377	1.798	0.386	3.323	0.890	0.477	2.578	201.3	6.0	196.6	6.5														11.94	9.2394	9.1758	13.945	11.29	100.6	1011.4
2018-07-07 17:00	3.748	0.369	4.867	3.769	0.340	4.879	3.351	0.415	4.520	2.966	0.447	4.466	2.134	0.674	4.102	190.3	3.2	187.5	8.0														11.95	9.2398	9.1761	13.927	11.46	100.6	1011.3
2018-07-07 18:00	4.658	0.277	6.026	4.743	0.265	6.419	4.099	0.336	5.664	3.591	0.401	5.227	2.697	0.476	4.864	201.8	2.8	203.6	3.9														10.69	9.2425	9.1762	13.102	11.70	100.5	1011.4
2018-07-07 19:00	4.632	0.413	6.798	4.697	0.405	6.804	4.037	0.385	5.664	3.501	0.384	4.846	2.411	0.513	4.483	201.4	2.4	186.1	3.9														8.86	9.2444	9.1783	12.866	10.92	100.6	1011.6
2018-07-07 20:00	7.263	0.465	9.887	7.300	0.446	9.884	6.276	0.468	8.713	5.473	0.520	7.894	4.394	0.536	7.151	207.0	2.9	197.2	5.5														7.36	9.2448	9.1798	12.813	10.38	100.6	1011.7
2018-07-07 21:00	7.568	0.720	10.659	7.592	0.684	10.269	6.479	0.685	9.094	5.630	0.719	8.655	4.588	0.729	7.532	209.0	4.0	201.7	8.0														7.00	9.2463	9.1805	12.877	9.99	100.6	1011.9
2018-07-07 22:00	7.585	0.899	11.045	7.672	0.855	10.654	6.431	0.888	9.856	5.640	0.885	9.417	4.641	0.885	7.532	211.1	5.9	204.4	10.0														6.86	9.2463	9.1801	12.924	10.02	100.6	1011.9
2018-07-07 23:00	8.393	1.046	11.817	8.433	1.025	11.809	7.197	1.054	11.000	6.338	1.169	10.560	5.350	1.194	10.199	204.5	7.0	196.1	11.5														6.84	9.2462	9.1804	12.919	10.06	100.4	1011.8
2018-07-08 00:00	7.454	1.230	11.817	7.524	1.176	11.424	6.245	1.250	10.238	5.435	1.213	9.417	4.408	1.265	8.675	203.2	9.4	196.3	14.6														6.84	9.2448	9.1805	12.909	9.87	100.4	1011.5
2018-07-08 01:00	8.721	1.024	12.589	8.721	0.989	12.579	7.463	1.043	11.000	6.661	1.069	10.560	5.591	1.153	10.199	206.9	6.5	197.1	11.9														6.79	9.2474	9.1812	12.902	9.63	100.4	1011.0
2018-07-08 02:00	7.496	0.965	10.659	7.542	0.929	11.039	6.509	0.915	9.475	5.738	0.927	9.417	4.789	0.943	8.294	202.4	6.6	191.3	10.7														6.52	9.2450	9.1803	12.894	9.17	100.6	1010.9
2018-07-08 03:00	7.190	1.012	10.659	7.217	0.992	10.654	6.213	0.949	10.238	5.414	0.903	9.036	4.388	0.986	8.294	199.0	7.5	186.4	11.5														6.14	9.2471	9.1814	12.885	8.90	100.6	1010.7
2018-07-08 04:00	7.708	1.078	12.203	7.718	1.054	12.579	6.881	1.037	11.381	6.188	1.019	10.941	5.185	1.208	9.818	195.5	7.3	184.8	10.8														5.77	9.2453	9.1805	12.880	8.23	100.6	1010.5
2018-07-08 05:00	7.989	1.131	11.817	8.002	1.049	11.424	7.150	1.066	12.143	6.343	1.089	10.179	5.363	1.222	10.199	192.4	7.8	181.8	12.2														5.65	9.2459	9.1814	12.873	8.00	100.6	1010.0
2018-07-08 06:00	9.075	1.241	13.362	9.087	1.213	12.579	7.931	1.287	11.762	7.036	1.392	11.703	6.022	1.453	10.580	201.4	7.1	194.0	12.5														5.50	9.2464	9.1818	12.865	8.46	100.5	1009.9
2018-07-08 07:00	8.206	1.382	13.362	8.212	1.369	12.964	7.072	1.364	11.762	6.179	1.383	11.703	5.105	1.464	10.199	205.0	9.7	196.7	16.2														5.44	9.2467	9.1816	12.860	8.33	99.8	1010.0
2018-07-08 08:00	8.440	1.604	13.748	8.501	1.573	13.734	7.417	1.551	12.906	6.626	1.468	11.703	5.593	1.503	10.961	205.7	10.2	196.8	15.6														5.32	9.2432	9.1815	13.216	8.29	96.9	1010.7
2018-07-08 09:00	8.188	1.609	13.748	8.224	1.574	12.964	7.124	1.531	12.524	6.344	1.613	11.322	5.391	1.744	10.961	202.2	11.5	191.0	17.9														6.54	9.2367	9.1809	14.070	8.12	95.7	1010.9
2018-07-08 10:00	7.903	1.519	14.134	8.002	1.481	13.734	7.231	1.461	12.906	6.625	1.500	13.607	5.902	1.554	11.723	203.3	10.7	194.5	16.1														9.64	9.2389	9.1788	13.998	8.46	92.5	1011.2
2018-07-08 11:00	7.018	1.315	11.431	7.053	1.309	12.194	6.647	1.350	11.381	6.353	1.423	11.703	5.831	1.493	10.961	204.1	9.1	198.9	13.2														12.15	9.2408	9.1768	13.950	9.52	88.1	1010.7
2018-07-08 12:00	8.667	1.781	13.748	8.739	1.749	14.119	8.190	1.800	13.287	7.680	1.814	13.607	7.091	1.834	12.866	208.7	9.1	202.9	13.0														13.56	9.2403	9.1744	13.933	10.55	83.1	1010.2
2018-07-08 13:00	7.873	1.734	12.975	7.944	1.667	12.579	7.433	1.684	12.143	6.971	1.725	12.464	6.473	1.746	12.104	205.8	10.1	198.6	14.1														13.28	9.2394	9.1733	13.912	11.58	78.3	1009.8
2018-07-08 14:00	8.372	1.428	14.134	8.376	1.415	14.119	7.906	1.398	13.287	7.497	1.517	12.845	6.930	1.544	13.248	205.3	7.6	200.2	11.2														14.57	9.2397	9.1716	13.878	12.34	76.6	1008.8
2018-07-08 15:00	5.949	1.210	9.887	6.007	1.185	10.269	5.597	1.215	10.238	5.280	1.186	9.798	4.919	1.167	9.437	207.0	8.9	201.8	12.1														16.92	9.2398	9.1698	13.831	13.20	76.7	1008.4
2018-07-08 16:00	6.689	1.146	9.887	6.756	1.108	10.269	6.295	1.102	9.094	5.857	1.141	9.417	5.498	1.117	9.056	207.5	7.7	204.6	10.4														17.99	9.2385	9.1679	13.812	13.44	75.8	1008.4
2018-07-08 17:00	7.194	1.417	13.362	7.245	1.380	12.964	6.405	1.390	12.524	5.752	1.328	11.703	5.110	1.228	10.580	206.2	9.1	200.9	13.5														17.00	9.2373	9.1683	13.820	12.88	78.0	1008.5
2018-07-08 18:00	10.093	1.497	16.064	10.131	1.429	14.889	8.832	1.475	14.049	7.875	1.588	13.607	6.916	1.589	12.104	204.7	8.2	198.4	13.7														14.13	9.2394	9.1701	13.105	12.18	80.7	1008.6
2018-07-08 19:00	9.208	1.326	14.906	9.304	1.285	14.504	7.812	1.316	12.906	6.759	1.375	12.083	5.698	1.450	11.342	201.9	7.6	192.1	15.9														11.36	9.2410	9.1739	12.878	12.03	78.6	1008.8
2018-07-08 20:00	6.957	1.076	10.273	6.969	1.060	11.039	5.711	1.036	9.856	4.707	1.059	9.036	3.857	1.063	9.056	198.4	8.8	184.7	14.6														9.75	9.2437	9.1767	12.825	11.80	76.5	1008.8
2018-07-08 21:00	6.286	0.809	9.501	6.364	0.782	9.884	5.342	0.713	8.332	4.652	0.728	7.894	3.895	0.705	7.151	194.9	6.9	180.2	8.4														8.57	9.2439	9.1787	12.889	11.45	78.1	1008.7
2018-07-08 22:00	6.667	0.618	10.273	6.764	0.594	10.269	5.634	0.528	7.951	4.767	0.533	7.513	3.910	0.486	7.151	195.8	5.0	175.4	6.0														7.32	9.2451	9.1799	12.928	11.07	79.1	1008.7
2018-07-08 23:00	6.402	0.909	10.273	6.460	0.902	10.269	5.386	0.842	9.856	4.670	0.771	7.894	3.855	0.668	6.770	193.6	7.6	169.5	10.1														6.16	9.2446	9.1803	12.920	10.76	79.5	1008.8
2018-07-09 00:00	6.001	0.978	10.273	6.072	0.939	10.269	4.995	0.893	9.856	4.191	0.768	7.894	3.216	0.742	7.532	191.1	9.4	165.1	10.5														5.69	9.2459	9.1809	12.908	10.39	77.7	1008.8
2018-07-09 01:00	7.414	0.639	9.887	7.484	0.625	10.269	6.592	0.622	9.094	5.883	0.620	8.655	4.915	0.637	7.913	192.8	4.7	173.0	7.0														5.38	9.2450	9.1813	12.902	9.89	75.6	1008.5
2018-07-09 02:00	7.384	0.398	9.501	7.387	0.387	9.499	6.774	0.411	9.094	6.115	0.439	8.655	4.973	0.519	7.532	179.4	2.8	166.1	5.2														4.49	9.2461	9.1813	12.892	8.86	80.9	1008.5
2018-07-09 03:00	7.615	0.514	10.659	7.587	0.499	10.654	6.415	0.550	10.238	5.406	0.648	9.417	4.152	0.738	7.913	177.4	3.4	164.2	7.2														3.86	9.2462	9.1825	12.882	8.48	80.2	1007.9
2018-07-09 04:00	7.266	0.688	10.659	7.219	0.677	11.039	5.854	0.666	9.475	4.896	0.628	8.655	3.796	0.633	7.913	177.6	5.1	158.8	7.2														3.02	9.2476	9.1835	12.872	7.93	80.3	1007.8
2018-07-09 05:00	8.303	0.649	11.045	8.279	0.617	11.039	7.215	0.629	9.475	6.324	0.630	8.655	5.179	0.686	7.151	179.6	4.2	160.5	6.3														2.60	9.2482	9.1840	12.862	7.95	77.2	1007.5
2018-07-09 06:00	6.852	0.771	10.273	6.836	0.729	9.499	5.613	0.816	8.332	4.660	0.809	7.513	3.506	0.833	6.770	173.6	5.7	155.5	8.6														2.57	9.2482	9.1849	12.855	7.00	81.5	1007.7
2018-07-09 07:00	7.562	0.584	9.501	7.542	0.572	9.499	6.368	0.577	8.332	5.408	0.565	7.894	4.250	0.663	6.770	182.1	4.0	167.6	6.9														2.21	9.2461	9.1843	12.846	6.70	81.3	1007.6
2018-07-09 08:00	7.844	0.511	9.887	7.812	0.496	9.884	6.765	0.501	9.094	5.886	0.509	8.275	4.769	0.506	7.151	179.9	3.5	148.3	31.5														1.91	9.2425	9.1846	13.262	6.66	79.9	1007.5
2018-07-09 09:00	5.927	0.530	7.956	5.909	0.510	7.574	4.833	0.490	6.807	4.087	0.439	5.989	3.086	0.454	5.245	170.5	4.3	144.3	5.8														3.22	9.2341	9.1837	14.153	6.47	81.2	1007.8
2018-07-09 10:00	3.749	0.674	6.026	3.766	0.636	6.034	3.211	0.624	6.045	2.914	0.650	5.227	2.323	0.657	4.483	165.6	9.6	150.3	10.0														7.86	9.2398	9.1809	14.042	7.27	79.7	1007.6
2018-07-09 11:00	3.171	0.725	6.026	3.216	0.674	6.034	2.897	0.716	5.664	2.720	0.665	5.227	2.601	0.661	4.864	176.4	9.9	169.1	11.7														11.92	9.2383	9.1767	13.965	8.10	78.3	1007.2
2018-07-09 12:00	3.009	0.580	5.253	3.108	0.562	5.264	2.805	0.559	4.901	2.581	0.575	4.846	2.473	0.626	4.864	206.9	11.9	194.1	12.0														13.73	9.2400	9.1739	13.933	9.91	73.7	1006.1
2018-07-09 13:00	3.380	0.542	6.798	3.475	0.546	6.804	3.203	0.583	6.426	2.939	0.656	6.370	2.850	0.709	6.389	213.4	12.0	207.0	14.5														13.73	9.2399	9.1732	13.901	11.98	67.4	1005.0
2018-07-09 14:00	2.008	0.536	3.709	1.995	0.492	3.723	1.926	0.556	4.139	1.739	0.616	4.085	1.742	0.576	3.721	209.1	17.0	193.0	18.6														16.06	9.2390	9.1706	13.845	13.60	64.1	1003.9
2018-07-09 15:00	2.055	0.427	3.709	2.161	0.386	3.723	1.967	0.468	4.139	1.763	0.506	4.085	1.873	0.530	4.102	193.1	13.1	123.5	10.6														19.80	9.2361	9.1658	13.768	14.47	62.6	1003.5
2018-07-09 16:00	1.628	0.310	2.937	1.748	0.271	2.953	1.501	0.327	2.615	1.228	0.399	2.561	1.210	0.411	2.959	207.8	7.9	135.4	5.6														19.86	9.2374	9.1655	13.764	14.58	63.4	1003.1
2018-07-09 17:00	2.303	0.229	2.937	2.301	0.224	2.953	2.216	0.236	2.996	1.918	0.261	2.942	1.726	0.280	2.959	232.3	4.0	159.4	2.6														18.11	9.2375	9.1665	13.791	14.18	62.1	1002.6
